Iteracion	Magnetizacion	Energia
193000	0.261719	-1.484375
193100	0.251953	-1.503906
193200	0.251953	-1.480469
193300	0.267578	-1.480469
193400	0.261719	-1.484375
193500	0.273438	-1.468750
193600	0.269531	-1.492188
193700	0.261719	-1.503906
193800	0.273438	-1.503906
193900	0.259766	-1.492188
194000	0.261719	-1.476562
194100	0.263672	-1.472656
194200	0.279297	-1.484375
194300	0.267578	-1.488281
194400	0.257812	-1.488281
194500	0.267578	-1.523438
194600	0.271484	-1.515625
194700	0.279297	-1.511719
194800	0.289062	-1.531250
194900	0.285156	-1.511719
195000	0.291016	-1.554688
195100	0.287109	-1.562500
195200	0.285156	-1.562500
195300	0.283203	-1.570312
195400	0.289062	-1.574219
195500	0.285156	-1.570312
195600	0.292969	-1.562500
195700	0.296875	-1.550781
195800	0.287109	-1.523438
195900	0.289062	-1.539062
196000	0.291016	-1.527344
196100	0.291016	-1.542969
196200	0.287109	-1.535156
196300	0.287109	-1.558594
196400	0.277344	-1.562500
196500	0.281250	-1.550781
196600	0.281250	-1.542969
196700	0.273438	-1.531250
196800	0.273438	-1.523438
196900	0.267578	-1.550781
197000	0.261719	-1.546875
197100	0.269531	-1.542969
197200	0.257812	-1.546875
197300	0.259766	-1.511719
197400	0.265625	-1.531250
197500	0.261719	-1.554688
197600	0.261719	-1.542969
197700	0.253906	-1.558594
197800	0.263672	-1.558594
197900	0.263672	-1.562500
198000	0.261719	-1.570312
198100	0.261719	-1.562500
198200	0.261719	-1.566406
198300	0.251953	-1.585938
198400	0.253906	-1.585938
198500	0.257812	-1.582031
198600	0.259766	-1.562500
198700	0.259766	-1.535156
198800	0.275391	-1.542969
198900	0.277344	-1.531250
199000	0.277344	-1.550781
199100	0.269531	-1.542969
199200	0.273438	-1.578125
199300	0.285156	-1.585938
199400	0.296875	-1.597656
199500	0.296875	-1.605469
199600	0.294922	-1.593750
199700	0.296875	-1.589844
199800	0.291016	-1.585938
199900	0.294922	-1.554688
200000	0.291016	-1.554688
200100	0.285156	-1.558594
200200	0.289062	-1.539062
200300	0.277344	-1.535156
200400	0.292969	-1.523438
200500	0.285156	-1.531250
200600	0.296875	-1.535156
200700	0.291016	-1.550781
200800	0.287109	-1.539062
200900	0.291016	-1.531250
201000	0.283203	-1.515625
201100	0.281250	-1.515625
201200	0.271484	-1.503906
201300	0.271484	-1.507812
201400	0.285156	-1.488281
201500	0.285156	-1.511719
201600	0.294922	-1.531250
201700	0.285156	-1.535156
201800	0.275391	-1.546875
201900	0.285156	-1.558594
202000	0.291016	-1.554688
202100	0.292969	-1.570312
202200	0.287109	-1.550781
202300	0.285156	-1.566406
202400	0.298828	-1.566406
202500	0.296875	-1.558594
202600	0.294922	-1.542969
202700	0.291016	-1.519531
202800	0.300781	-1.511719
202900	0.302734	-1.511719
203000	0.298828	-1.503906
203100	0.291016	-1.488281
203200	0.283203	-1.457031
203300	0.281250	-1.484375
203400	0.265625	-1.468750
203500	0.277344	-1.468750
203600	0.291016	-1.511719
203700	0.289062	-1.484375
203800	0.289062	-1.476562
203900	0.279297	-1.468750
204000	0.283203	-1.500000
204100	0.279297	-1.484375
204200	0.292969	-1.496094
204300	0.289062	-1.488281
204400	0.298828	-1.480469
204500	0.306641	-1.484375
204600	0.308594	-1.492188
204700	0.296875	-1.488281
204800	0.289062	-1.472656
204900	0.292969	-1.492188
205000	0.287109	-1.507812
205100	0.277344	-1.496094
205200	0.281250	-1.507812
205300	0.279297	-1.507812
205400	0.279297	-1.511719
205500	0.265625	-1.500000
205600	0.263672	-1.503906
205700	0.273438	-1.507812
205800	0.279297	-1.523438
205900	0.269531	-1.515625
206000	0.271484	-1.496094
206100	0.281250	-1.503906
206200	0.296875	-1.515625
206300	0.304688	-1.531250
206400	0.292969	-1.527344
206500	0.275391	-1.519531
206600	0.250000	-1.515625
206700	0.253906	-1.523438
206800	0.251953	-1.527344
206900	0.238281	-1.531250
207000	0.234375	-1.500000
207100	0.244141	-1.484375
207200	0.244141	-1.468750
207300	0.244141	-1.464844
207400	0.253906	-1.445312
207500	0.253906	-1.414062
207600	0.255859	-1.437500
207700	0.261719	-1.441406
207800	0.251953	-1.414062
207900	0.265625	-1.421875
208000	0.265625	-1.437500
208100	0.275391	-1.417969
208200	0.267578	-1.417969
208300	0.259766	-1.421875
208400	0.255859	-1.414062
208500	0.261719	-1.394531
208600	0.259766	-1.410156
208700	0.261719	-1.406250
208800	0.263672	-1.410156
208900	0.261719	-1.425781
209000	0.263672	-1.429688
209100	0.273438	-1.429688
209200	0.279297	-1.421875
209300	0.287109	-1.425781
209400	0.283203	-1.433594
209500	0.289062	-1.417969
209600	0.292969	-1.425781
209700	0.306641	-1.437500
209800	0.316406	-1.441406
209900	0.322266	-1.449219
210000	0.310547	-1.441406
210100	0.300781	-1.445312
210200	0.302734	-1.460938
210300	0.302734	-1.449219
210400	0.310547	-1.453125
210500	0.324219	-1.464844
210600	0.330078	-1.464844
210700	0.322266	-1.476562
210800	0.320312	-1.476562
210900	0.320312	-1.464844
211000	0.320312	-1.476562
211100	0.316406	-1.472656
211200	0.312500	-1.496094
211300	0.306641	-1.488281
211400	0.306641	-1.480469
211500	0.306641	-1.484375
211600	0.296875	-1.484375
211700	0.296875	-1.488281
211800	0.304688	-1.468750
211900	0.316406	-1.484375
212000	0.312500	-1.476562
212100	0.322266	-1.472656
212200	0.324219	-1.472656
212300	0.332031	-1.472656
212400	0.335938	-1.472656
212500	0.330078	-1.480469
212600	0.302734	-1.453125
212700	0.304688	-1.460938
212800	0.314453	-1.464844
212900	0.308594	-1.488281
213000	0.320312	-1.500000
213100	0.320312	-1.492188
213200	0.330078	-1.480469
213300	0.326172	-1.453125
213400	0.324219	-1.457031
213500	0.333984	-1.457031
213600	0.349609	-1.460938
213700	0.347656	-1.437500
213800	0.341797	-1.480469
213900	0.330078	-1.488281
214000	0.324219	-1.507812
214100	0.310547	-1.519531
214200	0.312500	-1.531250
214300	0.302734	-1.539062
214400	0.294922	-1.531250
214500	0.296875	-1.542969
214600	0.291016	-1.539062
214700	0.308594	-1.535156
214800	0.304688	-1.550781
214900	0.312500	-1.550781
215000	0.316406	-1.531250
215100	0.324219	-1.531250
215200	0.326172	-1.554688
215300	0.328125	-1.554688
215400	0.330078	-1.558594
215500	0.333984	-1.558594
215600	0.330078	-1.562500
215700	0.326172	-1.554688
215800	0.312500	-1.539062
215900	0.320312	-1.562500
216000	0.318359	-1.539062
216100	0.332031	-1.535156
216200	0.330078	-1.535156
216300	0.318359	-1.519531
216400	0.322266	-1.527344
216500	0.320312	-1.539062
216600	0.318359	-1.546875
216700	0.330078	-1.566406
216800	0.330078	-1.566406
216900	0.326172	-1.554688
217000	0.312500	-1.531250
217100	0.306641	-1.535156
217200	0.308594	-1.542969
217300	0.318359	-1.542969
217400	0.308594	-1.523438
217500	0.314453	-1.519531
217600	0.312500	-1.507812
217700	0.312500	-1.503906
217800	0.312500	-1.515625
217900	0.318359	-1.527344
218000	0.318359	-1.542969
218100	0.310547	-1.527344
218200	0.316406	-1.515625
218300	0.316406	-1.523438
218400	0.318359	-1.546875
218500	0.316406	-1.562500
218600	0.328125	-1.589844
218700	0.333984	-1.597656
218800	0.335938	-1.574219
218900	0.345703	-1.589844
219000	0.337891	-1.585938
219100	0.328125	-1.582031
219200	0.335938	-1.562500
219300	0.328125	-1.574219
219400	0.326172	-1.562500
219500	0.324219	-1.570312
219600	0.333984	-1.582031
219700	0.332031	-1.585938
219800	0.335938	-1.593750
219900	0.333984	-1.589844
220000	0.337891	-1.585938
220100	0.341797	-1.582031
220200	0.347656	-1.589844
220300	0.349609	-1.597656
220400	0.343750	-1.605469
220500	0.345703	-1.628906
220600	0.351562	-1.621094
220700	0.339844	-1.609375
220800	0.341797	-1.609375
220900	0.349609	-1.628906
221000	0.347656	-1.628906
221100	0.353516	-1.632812
221200	0.355469	-1.640625
221300	0.357422	-1.644531
221400	0.357422	-1.632812
221500	0.365234	-1.628906
221600	0.369141	-1.601562
221700	0.361328	-1.589844
221800	0.359375	-1.574219
221900	0.367188	-1.566406
222000	0.363281	-1.550781
222100	0.363281	-1.554688
222200	0.357422	-1.558594
222300	0.367188	-1.558594
222400	0.365234	-1.535156
222500	0.367188	-1.539062
222600	0.357422	-1.535156
222700	0.351562	-1.542969
222800	0.343750	-1.535156
222900	0.343750	-1.500000
223000	0.351562	-1.488281
223100	0.349609	-1.480469
223200	0.351562	-1.472656
223300	0.347656	-1.445312
223400	0.359375	-1.433594
223500	0.365234	-1.453125
223600	0.376953	-1.480469
223700	0.365234	-1.472656
223800	0.365234	-1.472656
223900	0.349609	-1.460938
224000	0.363281	-1.484375
224100	0.357422	-1.484375
224200	0.363281	-1.488281
224300	0.355469	-1.496094
224400	0.355469	-1.507812
224500	0.357422	-1.500000
224600	0.367188	-1.511719
224700	0.375000	-1.527344
224800	0.371094	-1.527344
224900	0.371094	-1.523438
225000	0.365234	-1.531250
225100	0.367188	-1.535156
225200	0.359375	-1.542969
225300	0.361328	-1.542969
225400	0.357422	-1.546875
225500	0.359375	-1.562500
225600	0.357422	-1.570312
225700	0.375000	-1.578125
225800	0.386719	-1.597656
225900	0.390625	-1.617188
226000	0.398438	-1.609375
226100	0.388672	-1.605469
226200	0.376953	-1.601562
226300	0.375000	-1.574219
226400	0.367188	-1.566406
226500	0.367188	-1.562500
226600	0.353516	-1.562500
226700	0.355469	-1.562500
226800	0.359375	-1.585938
226900	0.353516	-1.582031
227000	0.347656	-1.601562
227100	0.337891	-1.570312
227200	0.343750	-1.566406
227300	0.335938	-1.574219
227400	0.337891	-1.578125
227500	0.339844	-1.542969
227600	0.337891	-1.570312
227700	0.341797	-1.589844
227800	0.337891	-1.578125
227900	0.351562	-1.574219
228000	0.341797	-1.585938
228100	0.343750	-1.582031
228200	0.341797	-1.597656
228300	0.349609	-1.621094
228400	0.367188	-1.632812
228500	0.369141	-1.617188
228600	0.373047	-1.593750
228700	0.384766	-1.597656
228800	0.380859	-1.593750
228900	0.386719	-1.589844
229000	0.388672	-1.593750
229100	0.382812	-1.582031
229200	0.386719	-1.585938
229300	0.394531	-1.593750
229400	0.392578	-1.585938
229500	0.392578	-1.593750
229600	0.388672	-1.589844
229700	0.384766	-1.593750
229800	0.388672	-1.609375
229900	0.378906	-1.589844
230000	0.378906	-1.585938
230100	0.382812	-1.589844
230200	0.367188	-1.585938
230300	0.365234	-1.593750
230400	0.369141	-1.585938
230500	0.367188	-1.589844
230600	0.361328	-1.582031
230700	0.373047	-1.589844
230800	0.376953	-1.589844
230900	0.376953	-1.609375
231000	0.384766	-1.601562
231100	0.382812	-1.597656
231200	0.390625	-1.601562
231300	0.398438	-1.605469
231400	0.384766	-1.597656
231500	0.390625	-1.578125
231600	0.398438	-1.589844
231700	0.398438	-1.601562
231800	0.408203	-1.609375
231900	0.404297	-1.585938
232000	0.390625	-1.613281
232100	0.388672	-1.613281
232200	0.396484	-1.617188
232300	0.394531	-1.605469
232400	0.396484	-1.597656
232500	0.400391	-1.601562
232600	0.394531	-1.574219
232700	0.396484	-1.558594
232800	0.412109	-1.539062
232900	0.412109	-1.542969
233000	0.425781	-1.558594
233100	0.433594	-1.558594
233200	0.437500	-1.558594
233300	0.437500	-1.562500
233400	0.439453	-1.558594
233500	0.443359	-1.562500
233600	0.441406	-1.554688
233700	0.441406	-1.554688
233800	0.425781	-1.535156
233900	0.427734	-1.500000
234000	0.447266	-1.523438
234100	0.455078	-1.527344
234200	0.455078	-1.558594
234300	0.455078	-1.546875
234400	0.464844	-1.550781
234500	0.453125	-1.523438
234600	0.458984	-1.507812
234700	0.449219	-1.515625
234800	0.451172	-1.496094
234900	0.453125	-1.519531
235000	0.457031	-1.531250
235100	0.457031	-1.519531
235200	0.462891	-1.519531
235300	0.476562	-1.539062
235400	0.474609	-1.539062
235500	0.472656	-1.554688
235600	0.470703	-1.558594
235700	0.480469	-1.574219
235800	0.478516	-1.582031
235900	0.484375	-1.546875
236000	0.482422	-1.546875
236100	0.480469	-1.558594
236200	0.480469	-1.558594
236300	0.494141	-1.589844
236400	0.503906	-1.585938
236500	0.500000	-1.578125
236600	0.498047	-1.554688
236700	0.496094	-1.574219
236800	0.498047	-1.566406
236900	0.500000	-1.550781
237000	0.500000	-1.542969
237100	0.503906	-1.542969
237200	0.503906	-1.570312
237300	0.494141	-1.550781
237400	0.501953	-1.558594
237500	0.492188	-1.546875
237600	0.507812	-1.570312
237700	0.513672	-1.582031
237800	0.513672	-1.570312
237900	0.525391	-1.578125
238000	0.519531	-1.582031
238100	0.521484	-1.570312
238200	0.523438	-1.546875
238300	0.535156	-1.558594
238400	0.535156	-1.558594
238500	0.529297	-1.531250
238600	0.521484	-1.550781
238700	0.525391	-1.550781
238800	0.527344	-1.574219
238900	0.539062	-1.578125
239000	0.523438	-1.574219
239100	0.527344	-1.574219
239200	0.527344	-1.546875
239300	0.527344	-1.527344
239400	0.539062	-1.539062
239500	0.541016	-1.570312
239600	0.541016	-1.562500
239700	0.527344	-1.550781
239800	0.519531	-1.546875
239900	0.519531	-1.539062
240000	0.521484	-1.554688
240100	0.515625	-1.535156
240200	0.515625	-1.535156
240300	0.509766	-1.523438
240400	0.513672	-1.531250
240500	0.521484	-1.554688
240600	0.513672	-1.550781
240700	0.509766	-1.566406
240800	0.509766	-1.570312
240900	0.509766	-1.550781
241000	0.498047	-1.542969
241100	0.492188	-1.539062
241200	0.478516	-1.527344
241300	0.474609	-1.523438
241400	0.482422	-1.542969
241500	0.484375	-1.546875
241600	0.488281	-1.531250
241700	0.496094	-1.515625
241800	0.496094	-1.507812
241900	0.496094	-1.503906
242000	0.507812	-1.507812
242100	0.521484	-1.519531
242200	0.537109	-1.542969
242300	0.542969	-1.527344
242400	0.550781	-1.542969
242500	0.554688	-1.546875
242600	0.548828	-1.558594
242700	0.562500	-1.566406
242800	0.572266	-1.589844
242900	0.578125	-1.605469
243000	0.574219	-1.585938
243100	0.574219	-1.601562
243200	0.568359	-1.609375
243300	0.570312	-1.632812
243400	0.580078	-1.648438
243500	0.582031	-1.644531
243600	0.574219	-1.609375
243700	0.566406	-1.589844
243800	0.574219	-1.593750
243900	0.585938	-1.593750
244000	0.585938	-1.566406
244100	0.578125	-1.578125
244200	0.576172	-1.554688
244300	0.568359	-1.550781
244400	0.566406	-1.535156
244500	0.562500	-1.546875
244600	0.570312	-1.574219
244700	0.560547	-1.558594
244800	0.562500	-1.562500
244900	0.558594	-1.566406
245000	0.572266	-1.585938
245100	0.572266	-1.589844
245200	0.574219	-1.593750
245300	0.583984	-1.593750
245400	0.595703	-1.593750
245500	0.601562	-1.605469
245600	0.589844	-1.613281
245700	0.589844	-1.601562
245800	0.583984	-1.578125
245900	0.572266	-1.589844
246000	0.564453	-1.566406
246100	0.550781	-1.570312
246200	0.542969	-1.562500
246300	0.550781	-1.574219
246400	0.548828	-1.582031
246500	0.548828	-1.582031
246600	0.550781	-1.589844
246700	0.554688	-1.601562
246800	0.558594	-1.609375
246900	0.556641	-1.605469
247000	0.576172	-1.617188
247100	0.580078	-1.636719
247200	0.580078	-1.640625
247300	0.576172	-1.644531
247400	0.582031	-1.640625
247500	0.583984	-1.640625
247600	0.582031	-1.636719
247700	0.570312	-1.613281
247800	0.583984	-1.632812
247900	0.582031	-1.625000
248000	0.583984	-1.617188
248100	0.582031	-1.613281
248200	0.582031	-1.601562
248300	0.587891	-1.589844
248400	0.599609	-1.574219
248500	0.593750	-1.578125
248600	0.587891	-1.554688
248700	0.599609	-1.546875
248800	0.597656	-1.554688
248900	0.605469	-1.554688
249000	0.609375	-1.562500
249100	0.603516	-1.570312
249200	0.611328	-1.597656
249300	0.617188	-1.578125
249400	0.623047	-1.578125
249500	0.628906	-1.578125
249600	0.615234	-1.566406
249700	0.601562	-1.562500
249800	0.613281	-1.566406
249900	0.613281	-1.578125
250000	0.615234	-1.554688
250100	0.611328	-1.558594
250200	0.611328	-1.558594
250300	0.595703	-1.558594
250400	0.593750	-1.550781
250500	0.587891	-1.539062
250600	0.595703	-1.531250
250700	0.595703	-1.531250
250800	0.583984	-1.550781
250900	0.591797	-1.539062
251000	0.587891	-1.554688
251100	0.591797	-1.558594
251200	0.591797	-1.527344
251300	0.591797	-1.531250
251400	0.582031	-1.550781
251500	0.585938	-1.582031
251600	0.587891	-1.589844
251700	0.583984	-1.597656
251800	0.574219	-1.597656
251900	0.554688	-1.582031
252000	0.550781	-1.582031
252100	0.548828	-1.562500
252200	0.552734	-1.570312
252300	0.550781	-1.562500
252400	0.548828	-1.570312
252500	0.560547	-1.597656
252600	0.566406	-1.597656
252700	0.556641	-1.578125
252800	0.564453	-1.570312
252900	0.574219	-1.589844
253000	0.572266	-1.589844
253100	0.578125	-1.578125
253200	0.585938	-1.589844
253300	0.593750	-1.574219
253400	0.580078	-1.550781
253500	0.597656	-1.574219
253600	0.601562	-1.578125
253700	0.617188	-1.593750
253800	0.619141	-1.601562
253900	0.617188	-1.597656
254000	0.605469	-1.601562
254100	0.605469	-1.609375
254200	0.597656	-1.601562
254300	0.603516	-1.589844
254400	0.605469	-1.582031
254500	0.607422	-1.601562
254600	0.615234	-1.593750
254700	0.619141	-1.597656
254800	0.623047	-1.582031
254900	0.628906	-1.597656
255000	0.628906	-1.585938
255100	0.621094	-1.589844
255200	0.617188	-1.566406
255300	0.619141	-1.566406
255400	0.619141	-1.554688
255500	0.630859	-1.562500
255600	0.644531	-1.582031
255700	0.636719	-1.570312
255800	0.625000	-1.578125
255900	0.621094	-1.566406
256000	0.619141	-1.550781
256100	0.626953	-1.554688
256200	0.630859	-1.546875
256300	0.628906	-1.554688
256400	0.640625	-1.554688
256500	0.662109	-1.578125
256600	0.656250	-1.570312
256700	0.640625	-1.554688
256800	0.642578	-1.558594
256900	0.636719	-1.542969
257000	0.642578	-1.574219
257100	0.638672	-1.562500
257200	0.630859	-1.593750
257300	0.634766	-1.589844
257400	0.621094	-1.578125
257500	0.625000	-1.574219
257600	0.615234	-1.566406
257700	0.605469	-1.554688
257800	0.613281	-1.566406
257900	0.617188	-1.566406
258000	0.621094	-1.578125
258100	0.621094	-1.582031
258200	0.619141	-1.554688
258300	0.628906	-1.566406
258400	0.632812	-1.589844
258500	0.628906	-1.589844
258600	0.628906	-1.593750
258700	0.630859	-1.570312
258800	0.640625	-1.582031
258900	0.636719	-1.578125
259000	0.634766	-1.597656
259100	0.634766	-1.585938
259200	0.644531	-1.582031
259300	0.628906	-1.597656
259400	0.626953	-1.585938
259500	0.625000	-1.582031
259600	0.617188	-1.562500
259700	0.626953	-1.566406
259800	0.630859	-1.558594
259900	0.626953	-1.554688
260000	0.611328	-1.531250
260100	0.621094	-1.550781
260200	0.626953	-1.558594
260300	0.617188	-1.558594
260400	0.609375	-1.558594
260500	0.603516	-1.542969
260600	0.613281	-1.523438
260700	0.615234	-1.546875
260800	0.613281	-1.558594
260900	0.601562	-1.546875
261000	0.613281	-1.570312
261100	0.619141	-1.582031
261200	0.607422	-1.578125
261300	0.607422	-1.589844
261400	0.607422	-1.597656
261500	0.611328	-1.609375
261600	0.603516	-1.621094
261700	0.601562	-1.609375
261800	0.587891	-1.617188
261900	0.587891	-1.605469
262000	0.578125	-1.621094
262100	0.566406	-1.601562
262200	0.562500	-1.605469
262300	0.552734	-1.601562
262400	0.560547	-1.636719
262500	0.566406	-1.644531
262600	0.558594	-1.644531
262700	0.576172	-1.656250
262800	0.582031	-1.664062
262900	0.580078	-1.644531
263000	0.585938	-1.632812
263100	0.587891	-1.632812
263200	0.587891	-1.640625
263300	0.582031	-1.621094
263400	0.570312	-1.621094
263500	0.570312	-1.605469
263600	0.564453	-1.593750
263700	0.556641	-1.593750
263800	0.566406	-1.601562
263900	0.566406	-1.601562
264000	0.566406	-1.597656
264100	0.562500	-1.605469
264200	0.564453	-1.593750
264300	0.580078	-1.617188
264400	0.585938	-1.617188
264500	0.589844	-1.597656
264600	0.591797	-1.601562
264700	0.591797	-1.597656
264800	0.599609	-1.578125
264900	0.593750	-1.585938
265000	0.605469	-1.582031
265100	0.601562	-1.570312
265200	0.599609	-1.574219
265300	0.595703	-1.585938
265400	0.591797	-1.578125
265500	0.597656	-1.597656
265600	0.595703	-1.585938
265700	0.599609	-1.621094
265800	0.603516	-1.617188
265900	0.609375	-1.632812
266000	0.621094	-1.648438
266100	0.623047	-1.644531
266200	0.613281	-1.625000
266300	0.609375	-1.617188
266400	0.607422	-1.601562
266500	0.601562	-1.589844
266600	0.597656	-1.605469
266700	0.595703	-1.617188
266800	0.591797	-1.605469
266900	0.595703	-1.582031
267000	0.599609	-1.566406
267100	0.593750	-1.570312
267200	0.585938	-1.550781
267300	0.582031	-1.554688
267400	0.568359	-1.539062
267500	0.580078	-1.554688
267600	0.587891	-1.558594
267700	0.583984	-1.550781
267800	0.597656	-1.578125
267900	0.603516	-1.593750
268000	0.599609	-1.597656
268100	0.605469	-1.625000
268200	0.593750	-1.613281
268300	0.587891	-1.605469
268400	0.578125	-1.570312
268500	0.580078	-1.593750
268600	0.580078	-1.582031
268700	0.578125	-1.578125
268800	0.568359	-1.578125
268900	0.574219	-1.574219
269000	0.585938	-1.605469
269100	0.576172	-1.582031
269200	0.582031	-1.554688
269300	0.593750	-1.550781
269400	0.597656	-1.554688
269500	0.599609	-1.562500
269600	0.607422	-1.546875
269700	0.601562	-1.550781
269800	0.615234	-1.546875
269900	0.611328	-1.550781
270000	0.621094	-1.542969
270100	0.621094	-1.539062
270200	0.607422	-1.558594
270300	0.605469	-1.531250
270400	0.605469	-1.542969
270500	0.611328	-1.546875
270600	0.605469	-1.550781
270700	0.603516	-1.527344
270800	0.591797	-1.511719
270900	0.599609	-1.546875
271000	0.583984	-1.539062
271100	0.566406	-1.531250
271200	0.554688	-1.515625
271300	0.552734	-1.523438
271400	0.548828	-1.515625
271500	0.541016	-1.523438
271600	0.556641	-1.523438
271700	0.556641	-1.531250
271800	0.564453	-1.531250
271900	0.566406	-1.539062
272000	0.568359	-1.566406
272100	0.562500	-1.554688
272200	0.564453	-1.562500
272300	0.562500	-1.550781
272400	0.562500	-1.570312
272500	0.568359	-1.570312
272600	0.566406	-1.570312
272700	0.566406	-1.558594
272800	0.574219	-1.562500
272900	0.564453	-1.523438
273000	0.562500	-1.562500
273100	0.570312	-1.550781
273200	0.583984	-1.578125
273300	0.580078	-1.585938
273400	0.574219	-1.593750
273500	0.566406	-1.605469
273600	0.574219	-1.613281
273700	0.572266	-1.582031
273800	0.576172	-1.574219
273900	0.572266	-1.578125
274000	0.570312	-1.574219
274100	0.572266	-1.566406
274200	0.568359	-1.582031
274300	0.568359	-1.593750
274400	0.566406	-1.554688
274500	0.564453	-1.566406
274600	0.574219	-1.562500
274700	0.578125	-1.589844
274800	0.572266	-1.558594
274900	0.572266	-1.546875
275000	0.566406	-1.542969
275100	0.572266	-1.531250
275200	0.564453	-1.511719
275300	0.570312	-1.492188
275400	0.578125	-1.507812
275500	0.582031	-1.503906
275600	0.589844	-1.523438
275700	0.587891	-1.546875
275800	0.585938	-1.542969
275900	0.587891	-1.554688
276000	0.589844	-1.550781
276100	0.597656	-1.558594
276200	0.605469	-1.601562
276300	0.597656	-1.613281
276400	0.611328	-1.597656
276500	0.611328	-1.585938
276600	0.613281	-1.585938
276700	0.613281	-1.597656
276800	0.611328	-1.589844
276900	0.599609	-1.578125
277000	0.595703	-1.558594
277100	0.617188	-1.574219
277200	0.617188	-1.566406
277300	0.609375	-1.550781
277400	0.613281	-1.558594
277500	0.609375	-1.562500
277600	0.603516	-1.570312
277700	0.603516	-1.546875
277800	0.599609	-1.550781
277900	0.593750	-1.519531
278000	0.574219	-1.511719
278100	0.587891	-1.523438
278200	0.589844	-1.515625
278300	0.595703	-1.515625
278400	0.601562	-1.500000
278500	0.597656	-1.519531
278600	0.603516	-1.531250
278700	0.607422	-1.539062
278800	0.609375	-1.558594
278900	0.621094	-1.566406
279000	0.607422	-1.554688
279100	0.603516	-1.554688
279200	0.601562	-1.566406
279300	0.603516	-1.566406
279400	0.601562	-1.554688
279500	0.599609	-1.570312
279600	0.593750	-1.546875
279700	0.589844	-1.550781
279800	0.580078	-1.539062
279900	0.578125	-1.546875
280000	0.580078	-1.539062
280100	0.576172	-1.539062
280200	0.572266	-1.535156
280300	0.564453	-1.542969
280400	0.566406	-1.535156
280500	0.560547	-1.542969
280600	0.562500	-1.527344
280700	0.560547	-1.542969
280800	0.539062	-1.519531
280900	0.529297	-1.515625
281000	0.527344	-1.484375
281100	0.527344	-1.503906
281200	0.523438	-1.519531
281300	0.511719	-1.527344
281400	0.515625	-1.535156
281500	0.513672	-1.531250
281600	0.517578	-1.558594
281700	0.523438	-1.554688
281800	0.527344	-1.550781
281900	0.515625	-1.542969
282000	0.509766	-1.523438
282100	0.519531	-1.527344
282200	0.533203	-1.546875
282300	0.529297	-1.554688
282400	0.533203	-1.558594
282500	0.535156	-1.554688
282600	0.537109	-1.554688
282700	0.541016	-1.554688
282800	0.533203	-1.542969
282900	0.525391	-1.558594
283000	0.509766	-1.515625
283100	0.513672	-1.515625
283200	0.517578	-1.531250
283300	0.523438	-1.539062
283400	0.521484	-1.519531
283500	0.529297	-1.527344
283600	0.525391	-1.546875
283700	0.517578	-1.531250
283800	0.517578	-1.550781
283900	0.531250	-1.570312
284000	0.519531	-1.562500
284100	0.515625	-1.558594
284200	0.517578	-1.554688
284300	0.507812	-1.527344
284400	0.521484	-1.535156
284500	0.519531	-1.523438
284600	0.507812	-1.531250
284700	0.488281	-1.546875
284800	0.480469	-1.566406
284900	0.476562	-1.578125
285000	0.484375	-1.589844
285100	0.476562	-1.566406
285200	0.480469	-1.570312
285300	0.494141	-1.585938
285400	0.492188	-1.593750
285500	0.498047	-1.574219
285600	0.490234	-1.570312
285700	0.492188	-1.574219
285800	0.470703	-1.574219
285900	0.488281	-1.585938
286000	0.488281	-1.574219
286100	0.478516	-1.558594
286200	0.470703	-1.578125
286300	0.470703	-1.554688
286400	0.458984	-1.546875
286500	0.458984	-1.546875
286600	0.455078	-1.554688
286700	0.462891	-1.562500
286800	0.482422	-1.578125
286900	0.468750	-1.582031
287000	0.468750	-1.605469
287100	0.464844	-1.593750
287200	0.478516	-1.605469
287300	0.486328	-1.613281
287400	0.480469	-1.621094
287500	0.470703	-1.593750
287600	0.468750	-1.582031
287700	0.478516	-1.593750
287800	0.478516	-1.593750
287900	0.470703	-1.585938
288000	0.472656	-1.574219
288100	0.480469	-1.562500
288200	0.476562	-1.550781
288300	0.478516	-1.542969
288400	0.476562	-1.539062
288500	0.468750	-1.519531
288600	0.466797	-1.531250
288700	0.472656	-1.542969
288800	0.472656	-1.566406
288900	0.468750	-1.566406
289000	0.478516	-1.554688
289100	0.480469	-1.562500
289200	0.492188	-1.574219
289300	0.474609	-1.562500
289400	0.470703	-1.578125
289500	0.480469	-1.593750
289600	0.482422	-1.605469
289700	0.470703	-1.589844
289800	0.476562	-1.597656
289900	0.476562	-1.601562
290000	0.488281	-1.601562
290100	0.496094	-1.593750
290200	0.494141	-1.574219
290300	0.488281	-1.574219
290400	0.474609	-1.570312
290500	0.470703	-1.566406
290600	0.462891	-1.550781
290700	0.462891	-1.550781
290800	0.472656	-1.542969
290900	0.470703	-1.507812
291000	0.468750	-1.503906
291100	0.462891	-1.496094
291200	0.458984	-1.500000
291300	0.476562	-1.519531
291400	0.484375	-1.519531
291500	0.494141	-1.546875
291600	0.490234	-1.535156
291700	0.501953	-1.535156
291800	0.503906	-1.554688
291900	0.496094	-1.550781
292000	0.488281	-1.546875
292100	0.472656	-1.515625
292200	0.466797	-1.519531
292300	0.460938	-1.496094
292400	0.457031	-1.500000
292500	0.458984	-1.496094
292600	0.468750	-1.507812
292700	0.464844	-1.488281
