Iteracion	Magnetizacion	Energia
94200	0.078125	-1.585938
94300	0.083984	-1.593750
94400	0.078125	-1.593750
94500	0.083984	-1.582031
94600	0.093750	-1.578125
94700	0.082031	-1.589844
94800	0.068359	-1.597656
94900	0.064453	-1.589844
95000	0.066406	-1.582031
95100	0.072266	-1.593750
95200	0.076172	-1.574219
95300	0.078125	-1.554688
95400	0.072266	-1.542969
95500	0.068359	-1.546875
95600	0.074219	-1.550781
95700	0.076172	-1.554688
95800	0.068359	-1.542969
95900	0.070312	-1.558594
96000	0.066406	-1.570312
96100	0.064453	-1.554688
96200	0.072266	-1.589844
96300	0.070312	-1.574219
96400	0.076172	-1.574219
96500	0.072266	-1.570312
96600	0.074219	-1.558594
96700	0.066406	-1.550781
96800	0.056641	-1.539062
96900	0.056641	-1.550781
97000	0.060547	-1.531250
97100	0.058594	-1.500000
97200	0.058594	-1.515625
97300	0.050781	-1.515625
97400	0.054688	-1.519531
97500	0.056641	-1.531250
97600	0.060547	-1.503906
97700	0.056641	-1.515625
97800	0.054688	-1.507812
97900	0.042969	-1.507812
98000	0.042969	-1.507812
98100	0.044922	-1.488281
98200	0.046875	-1.500000
98300	0.050781	-1.503906
98400	0.052734	-1.503906
98500	0.044922	-1.484375
98600	0.046875	-1.472656
98700	0.048828	-1.460938
98800	0.046875	-1.437500
98900	0.046875	-1.417969
99000	0.046875	-1.425781
99100	0.052734	-1.433594
99200	0.048828	-1.437500
99300	0.050781	-1.429688
99400	0.046875	-1.414062
99500	0.052734	-1.421875
99600	0.062500	-1.398438
99700	0.054688	-1.402344
99800	0.052734	-1.398438
99900	0.056641	-1.398438
100000	0.062500	-1.386719
100100	0.054688	-1.394531
100200	0.068359	-1.390625
100300	0.060547	-1.398438
100400	0.056641	-1.421875
100500	0.058594	-1.433594
100600	0.054688	-1.417969
100700	0.048828	-1.445312
100800	0.064453	-1.441406
100900	0.078125	-1.468750
101000	0.072266	-1.460938
101100	0.062500	-1.484375
101200	0.066406	-1.488281
101300	0.080078	-1.488281
101400	0.070312	-1.468750
101500	0.072266	-1.480469
101600	0.060547	-1.457031
101700	0.052734	-1.472656
101800	0.048828	-1.492188
101900	0.044922	-1.492188
102000	0.052734	-1.503906
102100	0.052734	-1.500000
102200	0.035156	-1.503906
102300	0.021484	-1.511719
102400	0.015625	-1.531250
102500	0.019531	-1.531250
102600	0.011719	-1.527344
102700	0.013672	-1.542969
102800	0.011719	-1.542969
102900	0.021484	-1.527344
103000	0.011719	-1.546875
103100	0.011719	-1.574219
103200	0.007812	-1.574219
103300	0.009766	-1.554688
103400	0.003906	-1.550781
103500	0.019531	-1.539062
103600	0.025391	-1.542969
103700	0.025391	-1.558594
103800	0.029297	-1.523438
103900	0.025391	-1.554688
104000	0.021484	-1.531250
104100	0.021484	-1.511719
104200	0.025391	-1.546875
104300	0.025391	-1.546875
104400	0.035156	-1.558594
104500	0.029297	-1.562500
104600	0.029297	-1.550781
104700	0.023438	-1.546875
104800	0.023438	-1.558594
104900	0.031250	-1.566406
105000	0.031250	-1.582031
105100	0.023438	-1.589844
105200	0.021484	-1.578125
105300	0.017578	-1.597656
105400	0.029297	-1.601562
105500	0.037109	-1.617188
105600	0.042969	-1.597656
105700	0.041016	-1.585938
105800	0.042969	-1.582031
105900	0.058594	-1.562500
106000	0.050781	-1.570312
106100	0.062500	-1.566406
106200	0.054688	-1.562500
106300	0.048828	-1.554688
106400	0.042969	-1.511719
106500	0.041016	-1.523438
106600	0.048828	-1.531250
106700	0.029297	-1.531250
106800	0.023438	-1.550781
106900	0.023438	-1.531250
107000	0.019531	-1.535156
107100	0.031250	-1.531250
107200	0.031250	-1.519531
107300	0.027344	-1.519531
107400	0.025391	-1.531250
107500	0.007812	-1.535156
107600	0.005859	-1.539062
107700	0.003906	-1.550781
107800	-0.007812	-1.515625
107900	-0.017578	-1.527344
108000	-0.011719	-1.539062
108100	-0.019531	-1.519531
108200	-0.021484	-1.535156
108300	-0.009766	-1.535156
108400	-0.013672	-1.546875
108500	-0.007812	-1.539062
108600	0.001953	-1.542969
108700	0.015625	-1.566406
108800	0.023438	-1.585938
108900	0.029297	-1.578125
109000	0.031250	-1.570312
109100	0.023438	-1.562500
109200	0.013672	-1.554688
109300	0.013672	-1.550781
109400	0.005859	-1.539062
109500	0.011719	-1.554688
109600	0.023438	-1.566406
109700	0.023438	-1.585938
109800	0.013672	-1.578125
109900	0.007812	-1.593750
110000	0.005859	-1.570312
110100	-0.007812	-1.554688
110200	-0.005859	-1.546875
110300	-0.005859	-1.527344
110400	-0.005859	-1.535156
110500	-0.013672	-1.519531
110600	-0.015625	-1.519531
110700	0.001953	-1.500000
110800	-0.001953	-1.507812
110900	0.001953	-1.507812
111000	0.015625	-1.500000
111100	0.017578	-1.507812
111200	0.013672	-1.519531
111300	0.007812	-1.523438
111400	-0.003906	-1.542969
111500	-0.015625	-1.531250
111600	-0.027344	-1.531250
111700	-0.027344	-1.527344
111800	-0.021484	-1.519531
111900	-0.019531	-1.519531
112000	-0.019531	-1.503906
112100	-0.015625	-1.535156
112200	-0.017578	-1.531250
112300	-0.003906	-1.523438
112400	-0.001953	-1.484375
112500	0.000000	-1.492188
112600	0.001953	-1.484375
112700	0.001953	-1.492188
112800	0.015625	-1.500000
112900	0.029297	-1.496094
113000	0.029297	-1.484375
113100	0.023438	-1.515625
113200	0.027344	-1.500000
113300	0.019531	-1.519531
113400	0.019531	-1.515625
113500	0.009766	-1.539062
113600	0.017578	-1.550781
113700	0.007812	-1.562500
113800	0.003906	-1.554688
113900	0.019531	-1.566406
114000	0.029297	-1.578125
114100	0.021484	-1.574219
114200	0.027344	-1.585938
114300	0.029297	-1.585938
114400	0.037109	-1.589844
114500	0.044922	-1.585938
114600	0.035156	-1.574219
114700	0.039062	-1.574219
114800	0.029297	-1.570312
114900	0.021484	-1.570312
115000	0.009766	-1.566406
115100	0.009766	-1.558594
115200	0.007812	-1.550781
115300	0.007812	-1.558594
115400	0.019531	-1.550781
115500	0.023438	-1.574219
115600	0.013672	-1.589844
115700	0.011719	-1.589844
115800	0.001953	-1.589844
115900	0.015625	-1.578125
116000	0.021484	-1.589844
116100	0.029297	-1.585938
116200	0.041016	-1.578125
116300	0.035156	-1.585938
116400	0.039062	-1.566406
116500	0.044922	-1.601562
116600	0.039062	-1.601562
116700	0.044922	-1.574219
116800	0.042969	-1.593750
116900	0.041016	-1.582031
117000	0.048828	-1.554688
117100	0.037109	-1.562500
117200	0.031250	-1.542969
117300	0.029297	-1.550781
117400	0.023438	-1.558594
117500	0.003906	-1.542969
117600	0.001953	-1.535156
117700	0.003906	-1.531250
117800	0.005859	-1.519531
117900	0.005859	-1.539062
118000	0.007812	-1.550781
118100	0.000000	-1.566406
118200	-0.005859	-1.562500
118300	-0.001953	-1.550781
118400	0.001953	-1.535156
118500	-0.005859	-1.523438
118600	-0.005859	-1.535156
118700	-0.027344	-1.550781
118800	-0.029297	-1.558594
118900	-0.031250	-1.554688
119000	-0.033203	-1.566406
119100	-0.041016	-1.554688
119200	-0.042969	-1.566406
119300	-0.037109	-1.558594
119400	-0.035156	-1.566406
119500	-0.035156	-1.554688
119600	-0.029297	-1.558594
119700	-0.031250	-1.574219
119800	-0.035156	-1.558594
119900	-0.031250	-1.550781
120000	-0.023438	-1.558594
120100	-0.025391	-1.542969
120200	-0.027344	-1.542969
120300	-0.017578	-1.539062
120400	-0.015625	-1.550781
120500	-0.023438	-1.550781
120600	-0.031250	-1.562500
120700	-0.029297	-1.585938
120800	-0.033203	-1.562500
120900	-0.025391	-1.566406
121000	-0.031250	-1.562500
121100	-0.023438	-1.558594
121200	-0.017578	-1.562500
121300	-0.013672	-1.558594
121400	-0.025391	-1.558594
121500	-0.027344	-1.582031
121600	-0.031250	-1.570312
121700	-0.041016	-1.582031
121800	-0.048828	-1.570312
121900	-0.064453	-1.566406
122000	-0.050781	-1.566406
122100	-0.042969	-1.601562
122200	-0.041016	-1.589844
122300	-0.039062	-1.570312
122400	-0.033203	-1.562500
122500	-0.041016	-1.550781
122600	-0.041016	-1.546875
122700	-0.050781	-1.535156
122800	-0.052734	-1.523438
122900	-0.042969	-1.539062
123000	-0.035156	-1.535156
123100	-0.025391	-1.531250
123200	-0.025391	-1.507812
123300	-0.021484	-1.476562
123400	-0.029297	-1.496094
123500	-0.023438	-1.496094
123600	-0.019531	-1.492188
123700	-0.025391	-1.500000
123800	-0.027344	-1.515625
123900	-0.035156	-1.507812
124000	-0.031250	-1.496094
124100	-0.033203	-1.484375
124200	-0.017578	-1.507812
124300	-0.015625	-1.523438
124400	-0.027344	-1.539062
124500	-0.041016	-1.566406
124600	-0.041016	-1.566406
124700	-0.037109	-1.542969
124800	-0.046875	-1.535156
124900	-0.039062	-1.523438
125000	-0.033203	-1.492188
125100	-0.037109	-1.500000
125200	-0.046875	-1.515625
125300	-0.041016	-1.511719
125400	-0.039062	-1.492188
125500	-0.044922	-1.488281
125600	-0.044922	-1.488281
125700	-0.031250	-1.503906
125800	-0.033203	-1.492188
125900	-0.033203	-1.488281
126000	-0.033203	-1.503906
126100	-0.033203	-1.500000
126200	-0.033203	-1.496094
126300	-0.019531	-1.546875
126400	-0.023438	-1.546875
126500	-0.035156	-1.546875
126600	-0.023438	-1.566406
126700	-0.017578	-1.585938
126800	-0.017578	-1.593750
126900	-0.013672	-1.609375
127000	-0.009766	-1.617188
127100	-0.007812	-1.621094
127200	-0.003906	-1.601562
127300	-0.017578	-1.601562
127400	-0.021484	-1.597656
127500	-0.025391	-1.597656
127600	-0.035156	-1.593750
127700	-0.035156	-1.589844
127800	-0.027344	-1.597656
127900	-0.031250	-1.597656
128000	-0.021484	-1.593750
128100	-0.023438	-1.597656
128200	-0.019531	-1.593750
128300	-0.013672	-1.593750
128400	-0.015625	-1.593750
128500	-0.015625	-1.585938
128600	-0.017578	-1.605469
128700	-0.015625	-1.589844
128800	-0.025391	-1.585938
128900	-0.025391	-1.589844
129000	-0.005859	-1.640625
129100	0.003906	-1.628906
129200	0.005859	-1.632812
129300	0.007812	-1.621094
129400	0.009766	-1.621094
129500	0.009766	-1.597656
129600	0.001953	-1.609375
129700	-0.003906	-1.601562
129800	0.000000	-1.617188
129900	-0.009766	-1.632812
130000	-0.001953	-1.640625
130100	0.007812	-1.652344
130200	0.011719	-1.632812
130300	0.007812	-1.644531
130400	0.000000	-1.625000
130500	0.003906	-1.605469
130600	-0.003906	-1.621094
130700	-0.003906	-1.625000
130800	0.007812	-1.601562
130900	0.013672	-1.605469
131000	0.017578	-1.617188
131100	0.019531	-1.609375
131200	0.021484	-1.613281
131300	0.025391	-1.621094
131400	0.039062	-1.625000
131500	0.037109	-1.621094
131600	0.033203	-1.617188
131700	0.031250	-1.621094
131800	0.031250	-1.632812
131900	0.025391	-1.640625
132000	0.015625	-1.648438
132100	0.023438	-1.632812
132200	0.021484	-1.628906
132300	0.025391	-1.613281
132400	0.025391	-1.593750
132500	0.015625	-1.562500
132600	0.023438	-1.574219
132700	0.021484	-1.558594
132800	0.021484	-1.566406
132900	0.009766	-1.562500
133000	0.011719	-1.562500
133100	0.009766	-1.558594
133200	0.009766	-1.539062
133300	0.001953	-1.539062
133400	0.005859	-1.546875
133500	0.011719	-1.539062
133600	0.007812	-1.562500
133700	0.005859	-1.558594
133800	0.005859	-1.574219
133900	0.007812	-1.550781
134000	0.007812	-1.531250
134100	0.001953	-1.527344
134200	0.001953	-1.519531
134300	0.009766	-1.507812
134400	0.023438	-1.531250
134500	0.017578	-1.531250
134600	0.025391	-1.539062
134700	0.031250	-1.539062
134800	0.025391	-1.515625
134900	0.035156	-1.507812
135000	0.044922	-1.515625
135100	0.042969	-1.519531
135200	0.037109	-1.519531
135300	0.037109	-1.503906
135400	0.025391	-1.519531
135500	0.027344	-1.519531
135600	0.023438	-1.523438
135700	0.017578	-1.554688
135800	0.023438	-1.574219
135900	0.027344	-1.550781
136000	0.027344	-1.558594
136100	0.023438	-1.550781
136200	0.033203	-1.550781
136300	0.035156	-1.539062
136400	0.042969	-1.539062
136500	0.046875	-1.535156
136600	0.050781	-1.546875
136700	0.044922	-1.542969
136800	0.041016	-1.539062
136900	0.037109	-1.546875
137000	0.039062	-1.566406
137100	0.046875	-1.562500
137200	0.054688	-1.546875
137300	0.050781	-1.542969
137400	0.050781	-1.519531
137500	0.054688	-1.527344
137600	0.050781	-1.519531
137700	0.052734	-1.531250
137800	0.058594	-1.535156
137900	0.060547	-1.539062
138000	0.050781	-1.566406
138100	0.062500	-1.562500
138200	0.050781	-1.578125
138300	0.046875	-1.574219
138400	0.054688	-1.585938
138500	0.058594	-1.593750
138600	0.064453	-1.582031
138700	0.068359	-1.582031
138800	0.070312	-1.558594
138900	0.066406	-1.562500
139000	0.054688	-1.542969
139100	0.044922	-1.558594
139200	0.037109	-1.558594
139300	0.048828	-1.562500
139400	0.054688	-1.570312
139500	0.052734	-1.570312
139600	0.058594	-1.546875
139700	0.056641	-1.566406
139800	0.058594	-1.562500
139900	0.062500	-1.554688
140000	0.066406	-1.570312
140100	0.060547	-1.597656
140200	0.072266	-1.605469
140300	0.076172	-1.585938
140400	0.087891	-1.593750
140500	0.097656	-1.613281
140600	0.095703	-1.601562
140700	0.080078	-1.589844
140800	0.076172	-1.574219
140900	0.080078	-1.539062
141000	0.072266	-1.527344
141100	0.076172	-1.542969
141200	0.062500	-1.582031
141300	0.064453	-1.566406
141400	0.072266	-1.542969
141500	0.074219	-1.535156
141600	0.072266	-1.535156
141700	0.078125	-1.542969
141800	0.083984	-1.523438
141900	0.085938	-1.492188
142000	0.091797	-1.500000
142100	0.083984	-1.492188
142200	0.082031	-1.484375
142300	0.078125	-1.511719
142400	0.078125	-1.507812
142500	0.072266	-1.515625
142600	0.072266	-1.480469
142700	0.082031	-1.484375
142800	0.089844	-1.500000
142900	0.095703	-1.476562
143000	0.087891	-1.484375
143100	0.083984	-1.488281
143200	0.085938	-1.503906
143300	0.091797	-1.503906
143400	0.080078	-1.480469
143500	0.083984	-1.492188
143600	0.083984	-1.496094
143700	0.083984	-1.507812
143800	0.085938	-1.496094
143900	0.091797	-1.464844
144000	0.085938	-1.472656
144100	0.107422	-1.449219
144200	0.107422	-1.460938
144300	0.115234	-1.457031
144400	0.121094	-1.453125
144500	0.117188	-1.445312
144600	0.126953	-1.417969
144700	0.130859	-1.433594
144800	0.119141	-1.429688
144900	0.121094	-1.453125
145000	0.128906	-1.468750
145100	0.119141	-1.476562
145200	0.115234	-1.496094
145300	0.109375	-1.503906
145400	0.109375	-1.511719
145500	0.107422	-1.500000
145600	0.101562	-1.507812
145700	0.107422	-1.519531
145800	0.103516	-1.503906
145900	0.113281	-1.527344
146000	0.119141	-1.515625
146100	0.115234	-1.503906
146200	0.123047	-1.496094
146300	0.130859	-1.496094
146400	0.123047	-1.496094
146500	0.111328	-1.480469
146600	0.117188	-1.484375
146700	0.128906	-1.500000
146800	0.126953	-1.496094
146900	0.132812	-1.503906
147000	0.146484	-1.484375
147100	0.138672	-1.476562
147200	0.138672	-1.500000
147300	0.144531	-1.484375
147400	0.148438	-1.488281
147500	0.144531	-1.531250
147600	0.142578	-1.519531
147700	0.146484	-1.496094
147800	0.148438	-1.500000
147900	0.140625	-1.492188
148000	0.146484	-1.492188
148100	0.152344	-1.500000
148200	0.152344	-1.511719
148300	0.156250	-1.515625
148400	0.160156	-1.515625
148500	0.154297	-1.480469
148600	0.146484	-1.492188
148700	0.144531	-1.515625
148800	0.134766	-1.488281
148900	0.140625	-1.476562
149000	0.136719	-1.476562
149100	0.125000	-1.464844
149200	0.128906	-1.488281
149300	0.134766	-1.511719
149400	0.136719	-1.519531
149500	0.134766	-1.546875
149600	0.132812	-1.550781
149700	0.132812	-1.539062
149800	0.132812	-1.523438
149900	0.123047	-1.562500
150000	0.113281	-1.550781
150100	0.121094	-1.566406
150200	0.125000	-1.558594
150300	0.126953	-1.585938
150400	0.125000	-1.578125
150500	0.125000	-1.578125
150600	0.123047	-1.546875
150700	0.126953	-1.531250
150800	0.119141	-1.539062
150900	0.105469	-1.527344
151000	0.101562	-1.527344
151100	0.111328	-1.539062
151200	0.113281	-1.519531
151300	0.105469	-1.503906
151400	0.107422	-1.519531
151500	0.115234	-1.519531
151600	0.099609	-1.511719
151700	0.101562	-1.503906
151800	0.111328	-1.492188
151900	0.109375	-1.515625
152000	0.107422	-1.511719
152100	0.103516	-1.503906
152200	0.099609	-1.496094
152300	0.091797	-1.492188
152400	0.089844	-1.484375
152500	0.093750	-1.507812
152600	0.087891	-1.488281
152700	0.093750	-1.500000
152800	0.089844	-1.500000
152900	0.089844	-1.488281
153000	0.078125	-1.503906
153100	0.080078	-1.511719
153200	0.091797	-1.527344
153300	0.080078	-1.523438
153400	0.070312	-1.511719
153500	0.054688	-1.484375
153600	0.048828	-1.472656
153700	0.042969	-1.488281
153800	0.042969	-1.472656
153900	0.033203	-1.472656
154000	0.017578	-1.488281
154100	0.021484	-1.492188
154200	0.037109	-1.488281
154300	0.037109	-1.500000
154400	0.052734	-1.484375
154500	0.054688	-1.500000
154600	0.042969	-1.503906
154700	0.033203	-1.500000
154800	0.027344	-1.496094
154900	0.021484	-1.511719
155000	0.015625	-1.496094
155100	0.021484	-1.515625
155200	0.019531	-1.503906
155300	0.021484	-1.519531
155400	0.019531	-1.527344
155500	0.025391	-1.515625
155600	0.023438	-1.531250
155700	0.015625	-1.519531
155800	0.009766	-1.496094
155900	0.019531	-1.531250
156000	0.017578	-1.500000
156100	0.021484	-1.500000
156200	0.017578	-1.519531
156300	0.011719	-1.519531
156400	0.007812	-1.511719
156500	0.000000	-1.523438
156600	0.005859	-1.535156
156700	0.011719	-1.507812
156800	0.013672	-1.519531
156900	0.001953	-1.527344
157000	0.000000	-1.519531
157100	0.000000	-1.496094
157200	0.011719	-1.519531
157300	0.007812	-1.492188
157400	0.013672	-1.511719
157500	0.013672	-1.535156
157600	0.011719	-1.535156
157700	0.025391	-1.542969
157800	0.027344	-1.519531
157900	0.031250	-1.535156
158000	0.029297	-1.531250
158100	0.023438	-1.535156
158200	0.019531	-1.535156
158300	0.019531	-1.542969
158400	0.023438	-1.527344
158500	0.019531	-1.519531
158600	0.027344	-1.527344
158700	0.029297	-1.535156
158800	0.033203	-1.523438
158900	0.025391	-1.500000
159000	0.023438	-1.500000
159100	0.013672	-1.476562
159200	0.000000	-1.472656
159300	0.013672	-1.460938
159400	0.003906	-1.457031
159500	0.007812	-1.472656
159600	0.013672	-1.460938
159700	0.017578	-1.480469
159800	0.017578	-1.492188
159900	0.013672	-1.500000
160000	0.021484	-1.484375
160100	0.021484	-1.484375
160200	0.031250	-1.492188
160300	0.046875	-1.519531
160400	0.054688	-1.523438
160500	0.048828	-1.511719
160600	0.037109	-1.519531
160700	0.044922	-1.515625
160800	0.031250	-1.507812
160900	0.042969	-1.515625
161000	0.046875	-1.519531
161100	0.050781	-1.519531
161200	0.052734	-1.519531
161300	0.060547	-1.496094
161400	0.050781	-1.476562
161500	0.064453	-1.480469
161600	0.062500	-1.488281
161700	0.064453	-1.519531
161800	0.070312	-1.503906
161900	0.072266	-1.527344
162000	0.072266	-1.523438
162100	0.072266	-1.523438
162200	0.060547	-1.539062
162300	0.060547	-1.554688
162400	0.046875	-1.566406
162500	0.052734	-1.550781
162600	0.062500	-1.531250
162700	0.052734	-1.539062
162800	0.056641	-1.546875
162900	0.060547	-1.574219
163000	0.074219	-1.535156
163100	0.070312	-1.535156
163200	0.072266	-1.550781
163300	0.076172	-1.562500
163400	0.082031	-1.550781
163500	0.085938	-1.566406
163600	0.066406	-1.542969
163700	0.050781	-1.531250
163800	0.039062	-1.546875
163900	0.052734	-1.562500
164000	0.052734	-1.574219
164100	0.058594	-1.562500
164200	0.054688	-1.570312
164300	0.056641	-1.574219
164400	0.054688	-1.585938
164500	0.048828	-1.578125
164600	0.058594	-1.582031
164700	0.054688	-1.589844
164800	0.066406	-1.609375
164900	0.060547	-1.601562
165000	0.070312	-1.609375
165100	0.068359	-1.574219
165200	0.058594	-1.570312
165300	0.072266	-1.566406
165400	0.060547	-1.578125
165500	0.066406	-1.562500
165600	0.070312	-1.546875
165700	0.070312	-1.539062
165800	0.066406	-1.531250
165900	0.068359	-1.535156
166000	0.054688	-1.527344
166100	0.062500	-1.546875
166200	0.068359	-1.531250
166300	0.044922	-1.519531
166400	0.044922	-1.503906
166500	0.066406	-1.519531
166600	0.068359	-1.523438
166700	0.074219	-1.542969
166800	0.070312	-1.546875
166900	0.080078	-1.558594
167000	0.076172	-1.570312
167100	0.072266	-1.558594
167200	0.056641	-1.558594
167300	0.056641	-1.562500
167400	0.052734	-1.531250
167500	0.056641	-1.531250
167600	0.052734	-1.519531
167700	0.052734	-1.492188
167800	0.048828	-1.488281
167900	0.050781	-1.492188
168000	0.046875	-1.472656
168100	0.052734	-1.480469
168200	0.060547	-1.492188
168300	0.058594	-1.488281
168400	0.060547	-1.476562
168500	0.074219	-1.468750
168600	0.076172	-1.488281
168700	0.078125	-1.500000
168800	0.074219	-1.503906
168900	0.074219	-1.519531
169000	0.080078	-1.492188
169100	0.078125	-1.519531
169200	0.074219	-1.523438
169300	0.072266	-1.511719
169400	0.085938	-1.503906
169500	0.078125	-1.507812
169600	0.068359	-1.484375
169700	0.070312	-1.484375
169800	0.070312	-1.496094
169900	0.052734	-1.496094
170000	0.062500	-1.496094
170100	0.062500	-1.468750
170200	0.056641	-1.472656
170300	0.050781	-1.472656
170400	0.062500	-1.464844
170500	0.072266	-1.480469
170600	0.078125	-1.496094
170700	0.070312	-1.476562
170800	0.080078	-1.476562
170900	0.070312	-1.476562
171000	0.066406	-1.457031
171100	0.083984	-1.492188
171200	0.083984	-1.488281
171300	0.089844	-1.492188
171400	0.101562	-1.507812
171500	0.107422	-1.500000
171600	0.107422	-1.515625
171700	0.111328	-1.539062
171800	0.105469	-1.550781
171900	0.111328	-1.542969
172000	0.109375	-1.542969
172100	0.107422	-1.523438
172200	0.105469	-1.492188
172300	0.091797	-1.507812
172400	0.099609	-1.527344
172500	0.109375	-1.535156
172600	0.119141	-1.550781
172700	0.111328	-1.531250
172800	0.111328	-1.527344
172900	0.107422	-1.527344
173000	0.115234	-1.519531
173100	0.121094	-1.519531
173200	0.125000	-1.546875
173300	0.136719	-1.562500
173400	0.138672	-1.546875
173500	0.136719	-1.535156
173600	0.148438	-1.542969
173700	0.138672	-1.503906
173800	0.146484	-1.500000
173900	0.154297	-1.511719
174000	0.156250	-1.488281
174100	0.152344	-1.519531
174200	0.146484	-1.511719
174300	0.146484	-1.511719
174400	0.144531	-1.519531
174500	0.130859	-1.515625
174600	0.134766	-1.507812
174700	0.140625	-1.515625
174800	0.146484	-1.519531
174900	0.146484	-1.511719
175000	0.152344	-1.507812
175100	0.144531	-1.503906
175200	0.148438	-1.500000
175300	0.158203	-1.511719
175400	0.152344	-1.515625
175500	0.164062	-1.523438
175600	0.167969	-1.519531
175700	0.167969	-1.519531
175800	0.173828	-1.527344
175900	0.169922	-1.531250
176000	0.169922	-1.550781
176100	0.166016	-1.531250
176200	0.152344	-1.507812
176300	0.140625	-1.500000
176400	0.142578	-1.480469
176500	0.144531	-1.457031
176600	0.148438	-1.464844
176700	0.156250	-1.429688
176800	0.150391	-1.414062
176900	0.156250	-1.406250
177000	0.160156	-1.398438
177100	0.166016	-1.429688
177200	0.169922	-1.429688
177300	0.173828	-1.433594
177400	0.175781	-1.468750
177500	0.173828	-1.472656
177600	0.171875	-1.476562
177700	0.166016	-1.464844
177800	0.175781	-1.457031
177900	0.177734	-1.457031
178000	0.181641	-1.441406
178100	0.185547	-1.472656
178200	0.183594	-1.480469
178300	0.183594	-1.476562
178400	0.183594	-1.480469
178500	0.191406	-1.449219
178600	0.189453	-1.425781
178700	0.197266	-1.437500
178800	0.191406	-1.437500
178900	0.185547	-1.445312
179000	0.199219	-1.453125
179100	0.197266	-1.460938
179200	0.207031	-1.468750
179300	0.195312	-1.488281
179400	0.191406	-1.472656
179500	0.183594	-1.453125
179600	0.181641	-1.425781
179700	0.189453	-1.417969
179800	0.179688	-1.414062
179900	0.177734	-1.417969
180000	0.173828	-1.437500
180100	0.169922	-1.449219
180200	0.169922	-1.460938
180300	0.177734	-1.468750
180400	0.177734	-1.472656
180500	0.181641	-1.460938
180600	0.197266	-1.492188
180700	0.189453	-1.476562
180800	0.189453	-1.468750
180900	0.193359	-1.472656
181000	0.189453	-1.460938
181100	0.185547	-1.460938
181200	0.195312	-1.457031
181300	0.197266	-1.460938
181400	0.203125	-1.464844
181500	0.197266	-1.468750
181600	0.201172	-1.457031
181700	0.195312	-1.441406
181800	0.203125	-1.433594
181900	0.203125	-1.445312
182000	0.197266	-1.433594
182100	0.197266	-1.410156
182200	0.197266	-1.414062
182300	0.201172	-1.390625
182400	0.199219	-1.402344
182500	0.205078	-1.414062
182600	0.199219	-1.417969
182700	0.195312	-1.417969
182800	0.203125	-1.441406
182900	0.205078	-1.453125
183000	0.197266	-1.437500
183100	0.195312	-1.429688
183200	0.185547	-1.425781
183300	0.173828	-1.425781
183400	0.175781	-1.449219
183500	0.175781	-1.472656
183600	0.197266	-1.472656
183700	0.185547	-1.476562
183800	0.195312	-1.472656
183900	0.199219	-1.460938
184000	0.203125	-1.476562
184100	0.201172	-1.476562
184200	0.193359	-1.460938
184300	0.210938	-1.453125
184400	0.210938	-1.421875
184500	0.205078	-1.445312
184600	0.197266	-1.464844
184700	0.212891	-1.453125
184800	0.210938	-1.449219
184900	0.205078	-1.457031
185000	0.207031	-1.457031
185100	0.220703	-1.476562
185200	0.224609	-1.464844
185300	0.212891	-1.472656
185400	0.205078	-1.488281
185500	0.203125	-1.484375
185600	0.208984	-1.480469
185700	0.216797	-1.476562
185800	0.222656	-1.453125
185900	0.218750	-1.453125
186000	0.228516	-1.468750
186100	0.230469	-1.441406
186200	0.230469	-1.441406
186300	0.246094	-1.468750
186400	0.240234	-1.492188
186500	0.236328	-1.480469
186600	0.240234	-1.484375
186700	0.236328	-1.472656
186800	0.240234	-1.480469
186900	0.240234	-1.476562
187000	0.246094	-1.488281
187100	0.248047	-1.488281
187200	0.250000	-1.472656
187300	0.240234	-1.464844
187400	0.244141	-1.476562
187500	0.246094	-1.464844
187600	0.251953	-1.449219
187700	0.244141	-1.437500
187800	0.240234	-1.421875
187900	0.244141	-1.433594
188000	0.255859	-1.460938
188100	0.253906	-1.437500
188200	0.261719	-1.414062
188300	0.261719	-1.410156
188400	0.255859	-1.394531
188500	0.261719	-1.437500
188600	0.257812	-1.449219
188700	0.255859	-1.472656
188800	0.267578	-1.488281
188900	0.267578	-1.511719
189000	0.261719	-1.535156
189100	0.257812	-1.531250
189200	0.269531	-1.539062
189300	0.271484	-1.511719
189400	0.273438	-1.515625
189500	0.281250	-1.511719
189600	0.271484	-1.515625
189700	0.273438	-1.542969
189800	0.269531	-1.515625
189900	0.261719	-1.531250
190000	0.255859	-1.515625
190100	0.255859	-1.515625
190200	0.267578	-1.511719
190300	0.261719	-1.523438
190400	0.257812	-1.531250
190500	0.253906	-1.546875
190600	0.242188	-1.531250
190700	0.236328	-1.527344
190800	0.246094	-1.519531
190900	0.238281	-1.546875
191000	0.244141	-1.542969
191100	0.242188	-1.527344
191200	0.240234	-1.511719
191300	0.255859	-1.546875
191400	0.248047	-1.531250
191500	0.250000	-1.515625
191600	0.251953	-1.503906
191700	0.248047	-1.492188
191800	0.255859	-1.492188
191900	0.273438	-1.484375
192000	0.271484	-1.464844
192100	0.275391	-1.472656
192200	0.263672	-1.468750
192300	0.271484	-1.476562
192400	0.267578	-1.472656
192500	0.269531	-1.480469
192600	0.269531	-1.480469
192700	0.265625	-1.476562
192800	0.250000	-1.472656
192900	0.248047	-1.484375
